Unnamed: 0,"=""'""&MID(CELL(""filename"",B1),FIND(""]"",CELL(""filename"",B1))+1,26)&""'!""&LEFT(ADDRESS(1,COLUMN(),4),1+(COLUMN()>26))",'S_Mylist'!B,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,"=LEFT(ADDRESS(1,COLUMN(),4),1+(COLUMN()>26))",Unnamed: 58
,기업정보,,,,,,Price,,,Market Cap,수익성,,활동성,밸류 (Oct-25),,,,,,성장률,,밸류에이션,,,,PV (10Y),,,,기대수익률 (10Y),,,기간별 수익률 기준 (25/10/03),,,,,,괴리율 (EPS+HYY),,,,,,Fwd 12M EPS Consensus Change (%),,,,,,Fwd 12M EPS Consensus (USD),,,,,,,
,Ticker,Corp,Exchange,WI26,FY 0,설립,현재가,전일대비,전주대비,(USD mn),ROE (Fwd),OPM (Fwd),CCC (FY 0),PER (Oct-25),PER (1~5),%,PBR (Oct-25),PBR (1~5),%,Sales (3),,PER (3),PER (5),PER (10),PEG (Oct-25),0.2,0.15,0.3834314863719601,PER (Avg),Price ,Return (Y),DY (F+1),W,1 M,3 M,6 M,YTD,12 M,W,1 M,3 M,6 M,YTD,12 M,W,1 M,3 M,6 M,YTD,12 M,45933,45926.0,45903.0,45841.0,45750.0,45653.0,45568.0,Memo
,NVDA,NVIDIA,NASDAQ,반도체,45658,1998,187.62,-0.00672348986182425,0,4559166,0.7943000000000001,0.656064120799905,56.17364560990628,46.45233434695316,PER (2),0.15448965415398197,35.7214439673381,PBR (5),-0.03585846242002433,0.3489879392813709,Sales (3),17.41571428371695,9.570291310901883,2.1423223727643443,1.3310584441000137,778.11,"1,190.91",187.62,55.01249999999999,4817.876796330016,0.3834314863719601,0.00021319688732544505,0.05292103934003034,0.09963661938811397,0.17748211371909117,0.8430255402750493,0.3693890956864463,0.5272283272283274,-0.022416634414316204,-0.05969658207421594,0.017156774936777308,-0.4879340285461202,0.0790381076437458,0.08074945280391499,0.029565217391304334,0.029565217391304334,0.16996047430830047,0.22821576763485468,0.37674418604651166,0.5871313672922251,5.92,5.75,5.75,5.06,4.82,4.3,3.73,
,MSFT,Microsoft,NASDAQ,소프트웨어,45809,1993,517.35,0.003121728002482005,0,3845549,0.2901,0.45819632290851764,70.02105876711933,36.34664315324679,PER (4),0.04091050574012156,10.255779190294193,PBR (3),0.002152601958636202,0.14665498838744534,Sales (3),24.00711486340017,18.258892886859922,9.21108133545663,2.4783775548925213,289.88,443.66,69.90,31.956250000000004,1794.856145050034,0.13246429780672075,0.0068618923359427845,0.01151605208618478,0.02374591867022846,0.03710608611979804,0.3865884055640427,0.2016584210159571,0.242017573342296,0.003655808715551781,0.00023434342923591908,0.05881415829312943,-0.13941190959026906,0.04073888198200909,-0.0326287385573186,0.01423267326732676,0.013605442176870677,0.07124183006535946,0.12030075187969923,0.17071428571428576,0.18854242204496022,16.39,16.16,16.17,15.3,14.63,14.0,13.79,
,GOOGL,Alphabet Class A,NASDAQ,소프트웨어,45627,2015,245.35,-0.0013838577068664426,0,2973236,0.2892,0.33491443951593863,44.227714301665856,25.5928713621045,PER (4),-0.04759636749930918,7.644173925257262,PBR (5),0.0031724311361236435,0.11621319410807607,Sales (3),18.700937881001988,15.009598807558064,8.662302091171757,2.2022345705689506,109.07,166.94,26.30,23.84375,675.347500113409,0.10655784996932471,0.003301406154473202,-0.004826802952867637,0.0636868117575653,0.36662396256893004,0.6278529723991506,0.2728263125129695,0.47925961654407323,0.012458151099131981,-0.04372426412643855,-0.28152258749628656,-0.3735682347290591,-0.02592008094357498,-0.22539212652068363,0.006692160611854541,0.009587727708533044,0.0604229607250755,0.12740899357601707,0.1752232142857141,0.2330210772833724,10.53,10.46,10.43,9.93,9.34,8.96,8.54,
,LLY,Eli Lilly,NYSE,건강관리,45627,1901,839.87,0.024419101055070946,0,794900.6,0.8025,0.44866887607097083,130.2466489095847,41.238363136106216,PER (3),-0.1254025474169569,31.865379260939875,PBR (3),0.013449288731489872,0.23170460883984423,Sales (3),19.182385249065494,12.644145242627193,4.460223724919724,1.779781737730148,"1,433.96","2,194.68",345.76,47.151250000000005,8878.68474315439,0.2659415571339012,0.0074535344755736,0.15917685704032913,0.13829743978965348,0.07583229789795953,0.0643526087011621,0.0723980744921282,-0.051583761504149894,-0.13555871840740763,-0.10560593548873887,0.057566823326289165,0.20549343242261528,0.2757113028092435,0.38903601366022533,0.022678951098511715,0.0223166843783209,0.10872070687668069,0.14297029702970296,0.2764263600176913,0.31660583941605824,28.86,28.22,28.23,26.03,25.25,22.61,21.92,
,MRK,Merck & Co,NYSE,건강관리,45627,1970,89.19,-0.0035750195508882365,0,222777.3,0.4072,0.41995974074496945,75.81434836146833,10.476964423590758,PER (1),0.25623074623390374,3.9049748084831153,PBR (2),0.003849565162754587,0.03893618379560692,Sales (3),8.679635181433603,8.041253018545412,6.643231202052684,2.690804131855585,234.58,359.03,56.56,108.185,1452.4588798021302,0.32183962976513736,0.03610270209664761,0.13531059063136452,0.05951532430506057,0.10206351167675765,0.032411158698923526,-0.10541624874623878,-0.19050644400072614,-0.1280289083823671,-0.04066592811128042,-0.06569540551197396,0.12143330168425553,0.18131867531261953,0.21663268778614977,0.006342494714587602,0.00847457627118645,0.011689691817215667,0.02696871628910464,0.004219409282700331,0.005279831045406434,9.52,9.46,9.44,9.41,9.27,9.48,9.47,
,NVO,Novo-Nordisk ADR repsg 1 B,NYSE,건강관리,45627,1931,59.63,0.015151515151515138,0,201548.9,0.5781,0.43563727377743544,116.26171141963624,16.369423531570952,PER (2),-0.15962659146141545,9.162037623885425,PBR (2),-0.14880616663473012,0.10507438331362516,Sales (3),12.146628051748817,9.946555485002106,6.03552636350875,1.5578890891713948,41.21,63.07,9.94,25.827499999999997,255.1714187368187,0.15647625956826983,0.031695455307731005,0.07228915662650603,0.07966684772768429,-0.1379210640451063,-0.046682653876898406,-0.3175002861394072,-0.4820187630298819,-0.06885620350606138,-0.08880422292704182,0.051980009366125624,0.1172203698019587,0.41995253419231826,0.48575026134447113,0.0024937655860348597,-0.019512195121951237,-0.11061946902654868,-0.056338028169014134,0.030769230769230684,-0.01711491442542794,4.02,4.01,4.1,4.52,4.26,3.9,4.09,
,QCOM,QUALCOMM,NASDAQ,반도체,45536,1991,169.18,0.001954397394136942,0,182342.2,0.3968,0.3411443357283411,72.41988288906373,14.208998295255038,PER (2),0.08429423724939467,6.590688447249132,PBR (1),0.15020740789688158,0.0558848085915127,Sales (3),12.509937404110357,11.220754318821559,8.549473010682588,2.542551124960456,52.03,79.63,12.54,16.278750000000002,322.12967063102275,0.0665179538398688,0.021101785080978836,-0.0001182033096925883,0.07566124109867745,0.04296899081437644,0.2134557452302397,0.07593487662172471,0.001539190149183245,0.005196463691784568,-0.06114734832840156,-0.0006731268023788262,-0.07574666780283187,0.057919769383496945,0.10137680332232368,0.004139072847682178,0.004139072847682178,0.017617449664429602,0.010833333333333398,0.06217162872154123,0.08206958073148973,12.13,12.08,12.08,11.92,12.0,11.42,11.21,
,MRVL,Marvell Technology,NASDAQ,반도체,45658,2020,86.22,0.0002320185614848036,0,74330.27,0.14980000000000002,0.356877691105587,95.26706396034396,#N/A PER (Oct-25),,,5.100504766582131,PBR (3),0.14747013871364012,0.24197037904028554,Sales (3),17.41327705755587,11.289066566980711,3.8203384866770995,,94.62,144.82,22.82,25.959999999999997,585.88295456166,0.21121233335565992,0.0027835768963117603,0.03667187687868223,0.383726528647087,0.14684756584197922,0.5496046010064701,-0.24115472628058443,0.19352159468438535,-0.019909904534145904,-0.3575289239143668,-0.11589955901792218,-0.36332291631833624,0.524158498281246,0.2667867014637036,0.015822784810126524,0.015822784810126524,0.006269592476489034,0.059405940594059466,0.21132075471698117,0.43946188340807174,3.21,3.16,3.16,3.19,3.03,2.65,2.23,
,SMCI,Super Micro Computer,NASDAQ,IT하드웨어,45809,2006,51.96,-0.010285714285714231,0,30878.44,0.25379999999999997,0.06436051164708817,93.24347488417753,26.984321748163847,PER (4),-0.15245254712192224,4.629445829607618,PBR (3),0.10520938934231405,0.2953379409047638,Sales (3),11.099381180927523,6.615041813946944,1.8139159597933567,0.9136760981504016,96.58,147.82,23.29,20.876249999999995,598.0045239381285,0.2767431389908621,0,0.1340026189436927,0.2957605985037406,0.07001647446457993,0.6076732673267327,0.6247654784240151,0.2505415162454874,-0.1110854094312609,-0.2745162133637555,-0.0832690945997705,-0.6577886736751362,-0.7024727050427736,-0.48170582736605994,0.021978021978021997,0.010869565217391396,-0.03793103448275858,-0.1769911504424779,-0.14939024390243896,-0.2520107238605898,2.79,2.73,2.76,2.9,3.39,3.28,3.73,
