Unnamed: 0,'M_Company'!B,※ 25/10/03 기준 데이터,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,'M_Company'!S,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,AH
,기업정보,,,,,,,Market Cap,수익성,,밸류,,기간별 수익률 (25/10/03),,,,,괴리율 (EPS+HYY),,,,,Fwd 12M EPS Consensus Change (%),,,,,Fwd 12M EPS Consensus (USD),,,,,
,Ticker,Corp,Exchange,WI26,결산,설립,Price,(USD mn),ROE (Fwd),OPM (Fwd),PER (Fwd),PBR (Fwd),W,1 M,3 M,6 M,12 M,W,1 M,3 M,6 M,12 M,W,1 M,3 M,6 M,12 M,45933,45926.0,45903.0,45841.0,45750.0,45568.0
,NVDA,NVIDIA,NASDAQ,반도체,Jan,1998,187.62,4559166,0.7943000000000001,0.656064120799905,31.69256756756757,19.45,0.05292103934003034,0.09963661938811397,0.17748211371909117,0.8430255402750493,0.5272283272283274,-0.022416634414316204,-0.05969658207421594,0.017156774936777308,-0.4879340285461202,0.08074945280391499,0.029565217391304334,0.029565217391304334,0.16996047430830047,0.22821576763485468,0.5871313672922251,5.92,5.75,5.75,5.06,4.82,3.73
,MSFT,Microsoft,NASDAQ,소프트웨어,Jun,1993,517.35,3845549,0.2901,0.45819632290851764,31.56497864551556,7.85,0.01151605208618478,0.02374591867022846,0.03710608611979804,0.3865884055640427,0.242017573342296,0.003655808715551781,0.00023434342923591908,0.05881415829312943,-0.13941190959026906,-0.0326287385573186,0.01423267326732676,0.013605442176870677,0.07124183006535946,0.12030075187969923,0.18854242204496022,16.39,16.16,16.17,15.3,14.63,13.79
,AAPL,Apple,NASDAQ,IT하드웨어,Sep,1977,258.02,3829118,1.8175999999999999,0.31812127339770724,32.01240694789082,51.39,0.010021138338683011,0.08198096196586557,0.20824162959494252,0.26984595698607206,0.14335091062170413,-0.0028397535508399114,-0.0628451908542856,-0.13271575762025578,-0.11095996961414861,-0.05636693174412068,0.0062421972534332975,0.008760951188986269,0.05084745762711872,0.03201024327784903,0.06613756613756626,8.06,8.01,7.99,7.67,7.81,7.56
,GOOG,Alphabet Class C,NASDAQ,소프트웨어,Dec,2015,246.45,2973236,0.2988,0.33529885616586846,23.38235294117647,6.500000000000001,-0.0029533133748685936,0.06642146257031589,0.3649958460260314,0.6146891174736291,0.47389510196758544,0.010578269772697546,-0.047434202456334645,-0.2799552586402341,-0.3581241986743029,-0.21885665175684224,0.00668576886341915,0.008612440191387547,0.06036217303822934,0.12968917470525176,0.234192037470726,10.54,10.47,10.45,9.94,9.33,8.54
,GOOGL,Alphabet Class A,NASDAQ,소프트웨어,Dec,2015,245.35,2973236,0.2892,0.3349144395159387,23.300094966761634,6.21,-0.004826802952867637,0.0636868117575653,0.36662396256893004,0.6278529723991506,0.47925961654407323,0.012458151099131981,-0.04372426412643855,-0.28152258749628656,-0.3735682347290591,-0.22539212652068363,0.006692160611854541,0.009587727708533044,0.0604229607250755,0.12740899357601707,0.2330210772833724,10.53,10.46,10.43,9.93,9.34,8.54
,AMZN,Amazon Com,NASDAQ,소매(유통),Dec,1996,219.51,2341055,0.21,0.12377348510807547,29.46442953020134,5.34,-0.0012285012285012664,-0.028673835125448077,-0.017456693970726467,0.23036825290062213,0.20636403605187947,0.014395949632476266,0.049903471873007865,0.1345104748872094,0.0018487374842534599,0.13540436250374066,0.012228260869565197,0.010854816824966088,0.09237536656891494,0.10534124629080117,0.32092198581560294,7.45,7.36,7.37,6.82,6.74,5.64
,META,Meta Platforms Class A,NASDAQ,소프트웨어,Dec,2004,710.56,1785027,0.2849,0.38655362912720054,24.013518080432576,6.07,-0.04462521008403364,-0.035940573909504114,-0.011752270483025296,0.33659380760693725,0.219280333579285,0.05065950631409557,0.05414918129803789,0.12590049337256679,-0.09981558789395811,0.048510874778094154,0.005095108695652125,0.00783378746594007,0.08946980854197348,0.10990247561890472,0.24694479561736196,29.59,29.44,29.36,27.16,26.66,23.73
,AVGO,Broadcom,NASDAQ,반도체,Oct,2018,338.37,1597907,0.42710000000000004,0.6470295458091871,36.77934782608696,15.78,0.011478791139808209,0.11898541618439773,0.2296315139181626,1.1970651256411924,0.9685263831520161,0.01281968449248803,0.0328286096935308,-0.013243255011009147,-0.7888523341933575,-0.4565940708982227,0.023359288097886437,0.14143920595533482,0.19170984455958545,0.2813370473537604,0.49108589951377624,9.2,8.99,8.06,7.72,7.18,6.17
,TSLA,Tesla,NASDAQ,자동차,Dec,2003,429.83,1429250,0.09119999999999999,0.07229849662600248,197.16972477064218,16.63,-0.024000908265213394,0.28656948726391107,0.36302521008403343,0.608163723436097,0.7860467048948725,0.05324198259207605,-0.2478927805488645,-0.4337824803837683,-0.7295638414109881,-1.0211729884005891,0.028301886792452855,0.028301886792452855,-0.09543568464730288,-0.24827586206896543,-0.25597269624573377,2.18,2.12,2.12,2.41,2.9,2.93
,TSM,Taiwan Semiconductor Manufacturing ADR,NYSE,반도체,Dec,1987,292.19,1192265,0.2914,0.43766949717689946,28.81558185404339,10.03,0.0688835235586771,0.2004026128753955,0.24442078364565578,0.9903950953678473,0.612883638772356,-0.05798417666171736,-0.16267216985249772,-0.23336104634088922,-0.8116521313567604,-0.3229508680849044,0.009960159362549943,0.02735562310030409,-0.01361867704280144,0.051867219917012444,0.26908635794743435,10.14,10.04,9.87,10.28,9.64,7.99
,BRK.A,Berkshire Hathaway Class A,NYSE,"상사,자본재",Dec,1998,750583.17,1077247,0.0688,0.12372301021932794,23.54129667591696,1.52,0.0011780312124849424,-0.0016290066237267808,0.03179326556281836,-0.05529270723989754,0.10601080101379234,0.002787505060484844,0.015030175284880468,0.01461720131904486,0.1981423832027467,0.003680643726992547,0.0030263487385599843,0.0030263487385599843,0.02173205253429521,0.015973931868774747,0.0888450320007677,31883.68,31787.48,31787.48,31205.52,31382.38,29282.11
