Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
,기업정보,,,,,,Price,,,Market Cap,수익성,,활동성,밸류 (Oct-25),,,,,,W,,,,,,M,,,,,,45933,,,,,,45926,,,,,,45905,,,,,
,Ticker,Corp,Exchange,WI26,FY O,설립,현재가,전일대비,전주대비,(USD mn),ROE (Fwd),OPM (Fwd),CCC (FY 0),PER (Oct-25),PER (1~5),%,PBR (Oct-25),PBR (1~5),%,Sales (7),Sales (3),OP (7),OP (3),EPS (7),EPS (3),Sales (7),Sales (3),OP (7),OP (3),EPS (7),EPS (3),Sales (7),Sales (3),OP (7),OP (3),EPS (7),EPS (3),Sales (7),Sales (3),OP (7),OP (3),EPS (7),EPS (3),Sales (7),Sales (3),OP (7),OP (3),EPS (7),EPS (3)
,NVDA,NVIDIA,NASDAQ,반도체,45658,1998,187.62,-0.00672348986182425,0,4559166,0.7943000000000001,0.656064120799905,56.17364560990628,46.45233434695316,PER (2),0.15448965415398197,35.7214439673381,PBR (5),-0.03585846242002433,0.002502593523456909,0.007810536666326507,0.003180796841758929,0.01151782988319589,0.00281092514982461,0.010420100628107788,0.001200622364469154,0.0037379390170066296,0.0012951213627447051,0.00466919489651388,0.0018700036603220773,0.006916352773619445,0.5253361221720296,0.3489879392813709,0.733908503714471,0.37886585581699617,0.7134040740535568,0.3584387218008353,0.5240247013483039,0.3462832810180436,0.7315814916164481,0.37455183153889177,0.7114043696192988,0.354742271633372,0.5247061482356834,0.34768830161301484,0.7329592325543689,0.3771050787080431,0.7120724958798468,0.35597666162982805
,MSFT,Microsoft,NASDAQ,소프트웨어,45809,1993,517.35,0.003121728002482005,0,3845549,0.2901,0.45819632290851764,70.02105876711933,36.34664315324679,PER (4),0.04091050574012156,10.255779190294193,PBR (3),0.002152601958636202,0.00211037927306259,0.004787326789554446,0.0019818264253504154,0.004808866400221441,0.0015200861706863448,0.003298631526942533,0.003619033264632592,0.008224338156723947,0.0014500897740078913,0.0035161248559877935,0.0005059807906766786,0.0010967910252849284,0.14159538477815597,0.14665498838744534,0.15742521835680684,0.15093004413595207,0.15097067817102966,0.16451148524304535,0.14129719410836777,0.14595624813066654,0.15711384598504524,0.15020771530078808,0.15074153804370144,0.16397060663052201,0.14108479421475892,0.14545868695806913,0.1571972682056798,0.15040121468662168,0.15089432853936668,0.1643312482048404
,AAPL,Apple,NASDAQ,IT하드웨어,45536,1977,258.02,0.0034612841753198786,0,3829118,1.8175999999999999,0.31812127339770724,4.328318467568302,34.77101284582419,PER (4),0.007162108572336123,59.7169190916381,PBR (5),-0.03448796941571386,0.003939513162414686,0.011949047540889183,-0.0028903807993168914,-0.011815304527543449,-0.002460556023551859,-0.006485989613929606,0.006668588620411432,0.020336379909880787,0.007030471719472421,0.0296280866109002,0.002477558221328639,0.0065812610370184444,0.07828146106581957,0.059640313984182805,0.12296509491524928,0.06604908980052518,0.15140956426636942,0.13116605584691485,0.07797428036200364,0.05893608391560145,0.12332154112987323,0.06683881070324282,0.1517830349272326,0.132022351447208,0.07776289232695774,0.058451619640819255,0.12210662772228759,0.06414849270276884,0.15103536535522222,0.1303084618441859
,GOOG,Alphabet Class C,NASDAQ,소프트웨어,45627,2015,246.45,8.115894980309513e-05,0,2973236,0.2988,0.33529885616586846,44.227714301665856,25.621635534951356,PER (4),-0.04743431415739918,7.823508894688259,PBR (5),0.028056359354567517,0.008208399329700678,0.024361258461577284,-0.0024464529502583677,-0.008452046583157636,0.0019214556499538339,0.006430156211008214,0.0023652035049358607,0.006943931970117698,-0.0018365690726064687,-0.006354082508421784,0.004501303340297906,0.015150353507701211,0.15063728594643694,0.11669682008279092,0.2195778776155613,0.13753056442682587,0.22544870262523753,0.1478694796882162,0.1494108619275409,0.1139215478121951,0.22011638198767525,0.13870288769484115,0.22501634370030263,0.14692473071843634,0.15028183881454457,0.11589207340916181,0.21998188955044318,0.13841003319775783,0.22443843713845496,0.14566263921130027
,GOOGL,Alphabet Class A,NASDAQ,소프트웨어,45627,2015,245.35,-0.0013838577068664426,0,2973236,0.2892,0.33491443951593863,44.227714301665856,25.5928713621045,PER (4),-0.04759636749930918,7.644173925257262,PBR (5),0.0031724311361236435,0.006616478365830606,0.019628304412351513,-0.0015868775076025526,-0.0055052399549671135,0.0019423623496091908,0.0065715744403980255,0.004133258531679842,0.012205085031450584,-0.0005809976820342321,-0.002020396419033481,0.0052057637653302275,0.017743245183211978,0.15042369160440724,0.11621319410807607,0.21936608202385835,0.13706967477636267,0.22429370445458108,0.14534668149003444,0.14943495843482443,0.11397603774353235,0.2197147424066722,0.13782845348542194,0.22385888937623136,0.14439776085554543,0.14980451083192706,0.1148119050443865,0.21949360730092152,0.13734717050782105,0.22313213129062742,0.14281272037710202
,AMZN,Amazon Com,NASDAQ,소매(유통),45627,1996,219.51,-0.013038982060159188,0,2341055,0.21,0.12377348510807547,-4.734778909332938,33.86972650182109,PER (2),-0.0011455783925360397,6.733819250816714,PBR (2),0.05267325855464011,0.000663346305851997,0.0017543244154424739,0.001314739871006271,0.003847766767804325,0.0016432607273853836,0.004726259847511735,0.005029182185300238,0.013392330042028064,0.002190520946978324,0.006420892934290432,0.002468077872703747,0.007108792951505072,0.12183965573897212,0.10609904471558396,0.2653303299284758,0.20130895805688467,0.23503269655494557,0.1831962397602601,0.12175888743079026,0.10591323853530289,0.2649819475968733,0.20053733715527464,0.23464711017400217,0.18233447963036614,0.12122996814286352,0.10469690915381583,0.2647503886564033,0.20002462137878949,0.23445404571255654,0.18190312808546938
,META,Meta Platforms Class A,NASDAQ,소프트웨어,45627,2004,710.56,-0.02268069596313871,0,1785027,0.2849,0.3865536291272005,21.926313791746995,25.901193565505096,PER (4),0.03534888212476961,8.011599656156937,PBR (5),-0.013349796039785922,0.001268718587861443,0.003076584374151632,0.0008394385249406135,0.002516795549354788,0.0018463491067436685,0.006172252832263729,0.001420516761956916,0.003445381413965482,0.0009457193692612944,0.002836017656203967,0.0015819678782925148,0.005285320692835414,0.17073018189462852,0.1635461394456522,0.17362660739770072,0.1303490841381289,0.1897640716126842,0.12585439013133928,0.17051384780642873,0.1630445192255119,0.17348098077909027,0.130021845735463,0.18941434660302925,0.1250823502407993,0.17048800083173452,0.16298459535007037,0.1734625604943995,0.12998045726636004,0.1894643451046469,0.12519270652892986
,AVGO,Broadcom,NASDAQ,반도체,45566,2018,338.37,0.0005618309775858865,0,1597907,0.42710000000000004,0.6470295458091871,36.348572779802446,50.73013493253374,PER (3),0.0460900078881068,20.68276283618582,PBR (5),-0.00034979042117844195,0,0,0,0,0,0,0.04194209618074811,0.09120010271727479,0.021190499278730814,0.03935122406707388,0.022084009970993523,0.033506449774796665,0.23838953346246297,0.2742362660569557,0.49225685481659315,0.7239347288569233,0.517786081662647,1.1182138331743434,0.23838953346246297,0.2742362660569557,0.49225685481659315,0.7239347288569233,0.517786081662647,1.1182138331743434,0.22879345631228723,0.25131620256821874,0.4820421411717748,0.6965255941337157,0.5065983584630598,1.081961156041169
