Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
,기업정보,,,,,,Price,,,Market Cap,수익성,,활동성,밸류 (Oct-25),,,,,,영업활동현금흐름 ,,,,,,,,당기순이익,,,,,,,
,Ticker,Corp,Exchange,WI26,FY O,설립,현재가,전일대비,전주대비,(USD mn),ROE (Fwd),OPM (Fwd),CCC (FY 0),PER (Oct-25),PER (1~5),%,PBR (Oct-25),PBR (1~5),%,FY-4,FY-3,FY-2,FY-1,FY 0,FY+1,FY+2,FY+3,FY-4,FY-3,FY-2,FY-1,FY 0,FY+1,FY+2,FY+3
,NVDA,NVIDIA,NASDAQ,반도체,45658,1998,187.62,-0.00672348986182425,0,4559166,0.7943000000000001,0.656064120799905,56.17364560990628,46.45233434695316,PER (2),0.15448965415398197,35.7214439673381,PBR (5),-0.03585846242002433,5822,9108,5641,28090,64089,102209,146326,167860,4332,9752,4368,29760,72880,110596,156859,180060
,MSFT,Microsoft,NASDAQ,소프트웨어,45809,1993,517.35,0.003121728002482005,0,3845549,0.2901,0.45819632290851764,70.02105876711933,36.34664315324679,PER (4),0.04091050574012156,10.255779190294193,PBR (3),0.002152601958636202,76740,89035,87582,118548,136162,157913,181239,201806,61271,72738,72361,88136,101832,115322,134787,158304
,AAPL,Apple,NASDAQ,IT하드웨어,45536,1977,258.02,0.0034612841753198786,0,3829118,1.8175999999999999,0.31812127339770724,4.328318467568302,34.77101284582419,PER (4),0.007162108572336123,59.7169190916381,PBR (5),-0.03448796941571386,80674,104038,122151,110543,118254,124597,138013,154377,57411,94680,99803,96995,93736,110342,116365,125517
,GOOG,Alphabet Class C,NASDAQ,소프트웨어,45627,2015,246.45,8.115894980309513e-05,0,2973236,0.2988,0.33529885616586846,44.227714301665856,25.621635534951356,PER (4),-0.04743431415739918,7.823508894688259,PBR (5),0.028056359354567517,65124,91652,91495,101746,125299,149881,179182,212011,40269,76033,59972,73795,100118,121368,127549,142610
,GOOGL,Alphabet Class A,NASDAQ,소프트웨어,45627,2015,245.35,-0.0013838577068664426,0,2973236,0.2892,0.33491443951593863,44.227714301665856,25.5928713621045,PER (4),-0.04759636749930918,7.644173925257262,PBR (5),0.0031724311361236435,65124,91652,91495,101746,125299,147644,177573,204374,40269,76033,59972,73795,100118,121104,127671,142094
,AMZN,Amazon Com,NASDAQ,소매(유통),45627,1996,219.51,-0.013038982060159188,0,2341055,0.21,0.12377348510807547,-4.734778909332938,33.86972650182109,PER (2),-0.0011455783925360397,6.733819250816714,PBR (2),0.05267325855464011,66064,46327,46752,84946,115877,139394,174759,211413,21331,33364,-2722,30425,59248,72322,83145,102117
,META,Meta Platforms Class A,NASDAQ,소프트웨어,45627,2004,710.56,-0.02268069596313871,0,1785027,0.2849,0.3865536291272005,21.926313791746995,25.901193565505096,PER (4),0.03534888212476961,8.011599656156937,PBR (5),-0.013349796039785922,38747,57683,50475,71113,91328,105383,123958,139438,29146,39370,23200,39098,62360,72496,76156,86793
,AVGO,Broadcom,NASDAQ,반도체,45566,2018,338.37,0.0005618309775858865,0,1597907,0.42710000000000004,0.6470295458091871,36.348572779802446,50.73013493253374,PER (3),0.0460900078881068,20.68276283618582,PBR (5),-0.00034979042117844195,12061,13764,16736,18085,19962,29027,42478,51010,2960,6736,11495,14082,5895,32738,45329,57950
,TSLA,Tesla,NASDAQ,자동차,45627,2003,429.83,-0.014151376146789074,0,1429250,0.09119999999999999,0.07229849662600248,20.743829953902654,246.48251048615145,PER (3),-0.10452217332757574,18.086849734572585,PBR (3),-0.06425145265096888,5943,11497,14724,13256,14923,13243,16292,19420,690,5524,12583,14999,7130,5678,8147,10386
,TSM,Taiwan Semiconductor Manufacturing ADR,NYSE,반도체,45627,1987,292.19,0.014161257852903342,0,1192265,0.2914,0.43766949717689946,56.06727160311162,44.8833511550273,PER (2),-0.2050592015758187,15.607252170407657,PBR (2),-0.03914719794327404,27958,39833,54182,39903,56916,68974,78286,92653,17600,21366,34197,26940,36567,50009,57191,64228
,BRK.A,Berkshire Hathaway Class A,NYSE,"상사,자본재",45627,1998,750583.17,0.007997889200257013,0,1077247,0.0688,0.12372301021932794,98.41401265403533,21.622086006812108,PER (4),0.08342592732773624,1.5852373079391806,PBR (5),0.009705291681006756,39773,39427,37350,49196,30592,,,,42521,89937,-22759,96223,88995,45624,46610,49449
,BRK.B,Berkshire Hathaway Class B,NYSE,"상사,자본재",45627,1998,498.75,0.005706565575092748,0,1077247,0.0345,0.053714812694404174,98.41401265403533,6.314805380399031,PER (2),0.2859240047358025,0.46299960002984253,PBR (3),-0.148506482703738,39773,39427,37350,49196,30592,,,,42521,89937,-22759,96223,88995,16237,13190,16189
,JPM,JPMorgan Chase,NYSE,은행,45627,1968,310.03,0.008063729474881987,0,852506.2,0.1629,0.4605553529301665,,15.737573575915393,PER (5),-0.0007889793069592033,2.496465211457724,PBR (5),0.002596470464949263,-79910,78084,107119,12974,-42012,,,,29131,48334,37676,49552,58471,54792,55101,57115
,ORCL,Oracle,NYSE,소프트웨어,45778,2005,286.14,-0.009141907334302868,0,815725.8,0.5213,0.41572563323987394,33.82380513560926,54.71383520014838,PER (5),0.2986906052729261,30.8940689248016,PBR (2),-0.12431777424031742,15887,9539,17165,18673,20821,25615,33175,49094,13746,6717,8503,10467,12443,19829,23563,33356
,WMT,Walmart,NYSE,필수소비재,45658,1969,102.07,0.0036381514257619596,0,813788.9,0.22039999999999998,0.044961159013205035,3.9179923410279756,39.8945410816206,PER (5),-0.02243222049447191,8.499801582830221,PBR (5),-0.017363978863558338,36074,26029,28841,35726,36443,37817,39819,43641,13510,13673,11680,15511,19436,20890,23361,25763
,0700.HK,Tencent Holdings,Hongkong,소프트웨어,45627,2004,HK$ 673.50,-0.0044345898004434225,0,795805.9582562204,0.205,0.36573913398707325,-12.894924322128254,23.52996573245138,PER (4),-0.013754612634002794,5.051203319801865,PBR (4),-0.003338844286227216,218412,211125,170293,245543,280350,326326,346689,388032,179851,270944,219429,127456,210460,273924,309178,340607
,LLY,Eli Lilly,NYSE,건강관리,45627,1901,839.87,0.024419101055070946,0,794900.6,0.8025,0.44866887607097083,130.2466489095847,41.238363136106216,PER (3),-0.1254025474169569,31.865379260939875,PBR (3),0.013449288731489872,6500,7261,7586,4240,8818,18318,30477,35103,6194,5582,6245,5240,10590,20519,27178,32848
,V,Visa Class A,NYSE,소프트웨어,45536,2007,349.84,0.011244399479693579,0,674002.1,0.6313,0.6811398307492997,54.024423273257696,30.28565805793068,PER (3),-0.006416795310865475,17.406763445204355,PBR (5),-0.007596154777402719,10440,15227,18849,20755,19950,23632,29546,29470,10866,12311,14957,17273,19743,22481,24652,27206
,MA,Mastercard Class A,NYSE,소프트웨어,45627,2001,580.45,0.005404188245890618,0,524733.7,1.5916,0.5900582272300092,78.39235331852007,36.44241994336559,PER (3),-0.019211574274433207,59.621943285455316,PBR (4),-0.05232253226909356,7224,9463,11195,11980,14780,15520,18771,20918,6411,8687,9930,11195,12874,14831,16860,19183
,NFLX,Netflix,NASDAQ,소프트웨어,45627,1997,1153.32,-0.007922376196743297,0,490076.1,0.45,0.32223280498001217,-36.89721221342549,46.0824398408757,PER (3),0.005014772168926429,16.834223234464968,PBR (4),-0.05654288503471405,2427,393,2026,7274,7361,9415,12965,14888,2761,5116,4492,5408,8712,11394,13869,16458
,XOM,Exxon Mobil,NYSE,에너지,45627,1882,113.26,0.017701500584059726,0,482855.3,0.1153,0.12794510955959248,47.96779419275955,16.50859683185011,PER (5),-0.02604148484660118,1.8649772630850732,PBR (3),0.053659470669532805,14668,48129,76797,55369,55022,54192,59203,68663,-22440,23040,55740,36010,33680,29030,31436,37536
,JNJ,Johnson & Johnson,NYSE,건강관리,45627,1887,188.64,0.014302613184213442,0,454309,0.3267,0.3311078795310858,68.62086021076007,19.289864311770945,PER (3),-0.050637253188757,5.899684607906898,PBR (4),-0.02544957953220761,23536,23410,21194,22791,24266,27476,27040,28156,14714,20878,17941,35153,14066,26229,27334,29152
,9988.HK,Alibaba Group Holding,Hongkong,소매(유통),45717,1999,HK$ 185.10,0.010922992900054718,0,451517.5817396669,0.1244,0.1476412667992707,31.395918833127887,24.84797940538339,PER (4),-0.08638737364157023,2.9947191642383864,PBR (4),-0.09797615534988358,265552,173191,228707,199363,176568,190808,222830,298923,172204,75167,83019,87065,139810,138587,183239,218177
,ABBV,AbbVie,NYSE,건강관리,45627,2012,233.91,-0.011202231991883638,0,413215.7,4.3661,0.4753025070820248,76.84688796986174,25.471943479762825,PER (2),0.05901438435766848,84.99475107321896,PBR (5),-0.09905924238690944,17588,22777,24943,22839,18806,21894,27006,30201,4616,11542,11836,4863,4278,21358,25166,28037
,PLTR,Palantir Technologies Class A,NYSE,소프트웨어,45627,2003,173.07,-0.0747393744987972,0,410407.4,0.24710000000000001,0.4456586277671895,59.07807938286112,331.0901153924616,PER (4),0.02929462889404766,65.4227200160446,PBR (5),0.044757585692184465,-297,334,224,712,1154,1567,2309,3045,-1166,-520,-374,210,462,1627,2208,3075
,COST,Costco Wholesale,NASDAQ,소매(유통),45870,1987,915.38,-0.0015161927200934011,0,405730.3,0.2776,0.039088478919137526,2.3094947512665165,49.46385682568988,PER (4),0.018285546005633035,13.486085263479309,PBR (4),-0.044937085753689376,8958,7392,11068,11339,13335,12423,13999,15021,5007,5844,6292,7367,8099,8913,9822,11044
,005930.KS,삼성전자,KOSPI,반도체,45627,1969,"₩ 89,000",0.03488372093023262,0,401147.6481455165,0.095,0.13054022684459105,97.05986358185469,19.12319206984838,PER (3),0.12679926757595217,1.4527209305648718,PBR (3),0.023042908848501353,652870,651054,621813,441374,729826,719436,837593,885000,260908,392438,547300,144734,336214,310018,421331,458123
,ASML,ASML Holding NV ADR,Nasdaq,반도체,45627,1994,1032.22,0.001989962821670188,0,400160.2,0.47,0.33890038050001275,187.42850715246823,38.573600533186536,PER (3),0.019252227062664495,18.94124480051205,PBR (3),0.042302644133281,5285,12826,8938,5887,12080,10172,12928,14313,4058,6957,5923,8477,8191,10913,11299,13455
,HD,Home Depot,NYSE,소매(유통),45658,1978,395.06,0.00012657907394753032,0,393237.4,1.2196,0.135332958676409,35.104119770651934,26.350641898201165,PER (4),0.026790069338833877,36.05969578728485,PBR (1),0.5370714316830711,18839,16571,14615,21172,19810,19611,20106,20791,12866,16433,17105,15143,14806,14890,16123,17275
,BAC,Bank of America,NYSE,은행,45627,1998,50.64,0.0031695721077655836,0,375087.8,0.1085,0.3751051258039688,,14.07785029969347,PER (4),-0.017381648147731577,1.3461694105480202,PBR (5),-0.00283747366813325,37993,-7193,-6327,44982,-8805,,,,17894,31978,27528,26515,27132,28160,30920,33621
,PG,Procter & Gamble,NYSE,필수소비재,45809,1905,152.27,0.001446892469582295,0,356385.7,0.3091,0.24496256759016982,-8.056847292824337,22.842026450944743,PER (3),-0.03155327994298607,6.6671915139677145,PBR (3),-0.03145937694313217,18371,16723,16848,19845,17817,19158,20888,22722,14306,14742,14653,14879,15974,17027,17895,18812
,1398.HK,Industrial and Commercial Bank of China H,Hongkong,은행,45627,1985,HK$ 5.70,-0.005235602094240899,0,340420.2652683529,0.0885,0.6155659566273015,,5.245523187108668,PER (5),0.004889499446105061,0.47992418319569885,PBR (4),0.018406754791933988,1752546,434917,1637361,1567543,628100,142125,983944,,355440,419800,420959,402663,396756,393126,399672,413292
,UNH,UnitedHealth Group,NYSE,건강관리,45627,2015,360.2,0.018319574804930294,0,326223.6,0.1632,0.05136729000935207,,22.373436753863114,PER (3),-0.05457693835355559,3.3481654352141743,PBR (1),0.0765805257923391,22174,22343,26206,29068,23985,20412,23206,28974,15403,17285,20120,22381,14405,15574,16305,18372
,1288.HK,Agricultural Bank Of China H,Hongkong,은행,45627,1986,HK$ 5.17,-0.003853564547206201,0,319651.3212009048,0.09519999999999999,0.5778926292319799,,6.131413444889461,PER (5),0.008456158698924465,0.5811197992374236,PBR (5),0.0019306883403855668,-68562,288772,1541014,2019198,1467290,2481726,253670,,242947,290662,302178,297972,305902,304103,313618,332748
,GE,GE Aerospace,NYSE,"상사,자본재",45627,1892,297,-0.008181666388378694,0,314950.5,0.41729999999999995,0.21632959121018266,188.65141947108768,50.212128998096794,PER (1),3.3211814972544573,17.303344829444242,PBR (5),-0.0174136950911844,3567,3332,5916,5190,4710,7785,8944,9710,5703,-6336,337,9481,6556,6323,7287,8201
,CVX,Chevron,NYSE,에너지,45627,1926,153.55,0.001173632392253987,0,314377.3,0.1051,0.12671332733423316,16.614552083382677,19.12005769185873,PER (5),-0.0372579208530347,1.8600424048301327,PBR (3),0.050871415158266986,10577,29187,49602,35609,31492,33876,39383,44432,-5543,15625,35465,21369,17661,14469,17636,21487
,7203.T,Toyota Motor,Tokyo,자동차,45717,1937,"JP¥ 2,839.50",,0,304190.63273195876,0.0958,0.08125438487160908,271.81491813054544,9.737935915591128,PER (3),-0.019712000443827482,1.0072910301873732,PBR (3),-0.03261365648271486,2727162,3722615,2955076,4206373,3696933,4167240,4627737,4938894,2245260,2850110,2451318,4944932,4765085,3236095,3688055,3925178
,601288.SS,Agricultural Bank of China Limited,Shanghai,은행,45627,1979,CN¥ 6.67,,0,299109.26956033154,0.09759999999999999,0.5779749570348804,,8.516471824216074,PER (5),0.0019378616724792241,0.8058990977282696,PBR (5),-0.017196222282597984,-60936,239615,1322003,1825282,1353042,0,2,2,215925,241183,259232,269356,282083,279319,287549,301736
,RY,Royal Bank of Canada,NYSE,은행,45566,1995,146.96,0.003688020762190991,0,288107.3,0.1629,0.43147321882917306,,14.593843098311817,PER (5),-0.0017891177625295462,2.281279105867743,PBR (5),0.0005610113455014609,103388,48558,17053,19341,17007,,,,8514,12758,12275,10831,11929,14160,14985,16093
,KO,Coca-Cola,NYSE,필수소비재,45627,1919,66.65,0.008320726172466042,0,286839.4,0.4768,0.3085584732467811,19.6729418088345,23.092134719218542,PER (2),0.048837980831454963,10.620092067653127,PBR (3),0.019202693632737633,9844,12625,11018,11599,6805,5954,14239,15943,7747,9771,9542,10714,10631,12833,13807,14723
,601398.SS,Industrial and Commercial Bank of China Limited,Shanghai,은행,45627,1984,CN¥ 7.30,,0,276467.08105070936,0.08869999999999999,0.6202740786629223,,7.386224755619018,PER (5),0.006297650629293994,0.661737727739855,PBR (5),0.00263292081796207,1557616,360882,1404657,1417002,579194,1,2,3,315906,348338,361132,363993,365863,358966,364903,377950
,IBM,International Business Machines,NYSE,소프트웨어,45627,1911,288.37,0.005754743303571397,0,268622.2,0.3116,0.18110669539458926,99.53195374212355,28.390232227630325,PER (3),-0.07700305676822616,8.861817199810462,PBR (5),0.01977182966748714,18197,12796,10436,13931,13446,14836,16115,16737,5590,5743,1639,7502,6023,10547,11430,12179
,CSCO,Cisco Systems,NASDAQ,IT하드웨어,45839,2021,67.92,0.0002945508100147265,0,268501.1,0.3144,0.3434822518376686,110.2720445499059,23.740901198201,PER (4),0.049843621610790034,5.63815928330746,PBR (5),-0.021152902203565915,15454,13226,19886,10880,14193,17121,18128,18188,10591,11812,12613,10320,10180,16016,17069,18125
,AMD,Advanced Micro Devices,NASDAQ,반도체,45627,1969,164.67,-0.029812054439403823,0,267233.7,0.12890000000000001,0.26550496056982953,119.55031147438974,52.973741300481976,PER (2),0.004979796542141868,4.363925721594332,PBR (2),-0.11448558597959013,1071,3521,3565,1667,3041,5600,7950,9068,2490,3162,1320,854,1641,6380,9604,12008
,AZN,AstraZeneca ADR Representing 0.5,NASDAQ,건강관리,45627,1992,85.31,0.019844590555887498,0,264388,0.2876,0.3315170116036698,101.0381934667495,19.09935967773267,PER (1),0.31176920863548574,5.237482132299242,PBR (4),0.10802213561798069,4799,5963,9808,10345,11861,12287,15119,17381,3196,112,3288,5955,7035,13713,15811,17832
,300750.SZ,"Contemporary Amperex Technology Co., Ltd.",Shenzhen,IT가전,45627,2011,CN¥ 402.00,0.011651609331353674,0,261016.15395420705,0.2376,0.17436156113104165,-13.685003628847994,28.31182171846643,PER (2),-0.044387174871921786,6.213050637983032,PBR (2),0.1354518584549229,18430,42908,61209,92826,96990,104535,129730,153491,5583,15931,30729,44121,50745,66562,80869,96488
,TMUS,T Mobile US,NASDAQ,통신서비스,45627,2004,230.27,0.0005648735552272743,0,259150.2,0.23399999999999999,0.2375445444856379,42.264692981857884,22.062410054465257,PER (2),-0.07833273923904926,4.392871822813855,PBR (5),-0.02380626159692112,8640,13917,16781,18559,22293,27312,29085,30777,3064,3024,2590,8317,11339,12066,13869,15827
,WFC,Wells Fargo,NYSE,은행,45627,1929,80.67,0.0021118012422360888,0,258421.6,0.1222,0.3605755401002625,,13.620265095701154,PER (2),-0.0383715403264564,1.518301515207185,PBR (5),-0.007646068492035973,2051,-11525,27048,40358,3035,6360,,,3377,22109,13677,19142,19722,19705,20703,22487
,0939.HK,China Construction Bank H,Hongkong,은행,45627,2004,HK$ 7.37,-0.004054054054054124,0,254273.98210980874,0.0947,0.6578105082126826,,5.220797356972759,PER (5),-0.0017595875769104152,0.5163048319257594,PBR (5),-0.0071060924504627865,653356,526311,1140510,711146,366565,,,,304971,364574,378523,367994,363912,363122,371865,386530
,600519.SS,"Kweichow Moutai Co., Ltd.",Shanghai,필수소비재,45627,1999,"CN¥ 1,443.99",,0,254005.5724118556,0.35710000000000003,0.6819499006944579,312.9313952100954,19.640090417311566,PER (1),0.1852800493247777,7.068815759376021,PBR (2),-0.07702748367866541,51669,64029,36699,66593,92464,96082,100897,109340,46697,52460,62717,74734,86228,93604,100951,109568
,MS,Morgan Stanley,NYSE,증권,45627,1981,157.59,0.014745653573728257,0,251566.5,0.1492,0.27728757316481156,420.5847475037174,17.99248924137784,PER (5),0.00013836805880163006,2.490090644208645,PBR (5),-0.003963742316541952,-25231,33971,-6397,-33536,1362,6360,6763,,10996,15034,11029,9087,13390,14293,15254,16308
,0941.HK,China Mobile,Hongkong,통신서비스,63341,1997,HK$ 84.55,-0.004708652148322612,0,239476.2749331688,0.1036,0.14640680830845357,-26.935974633100855,11.634795647956759,PER (5),0.008214527552578899,1.1728151291341342,PBR (5),0.011047525115633006,346276,379338,327261,336053,342402,342589,361399,374217,121339,139976,146243,145765,150057,157372,165078,173598
,GS,Goldman Sachs Group,NYSE,증권,45627,1998,789.98,0.013600554286740785,0,239143.6,0.1469,0.3616739827962747,316.01269087731055,17.328885742563376,PER (5),0.02356088260858691,2.19063565716917,PBR (5),-0.017652171673017913,-18535,6298,8708,-12587,-13212,,,,9459,21635,11261,8516,14276,14978,16303,17468
,PM,Philip Morris International,NYSE,필수소비재,45627,2007,153.27,-0.020263359754538413,0,238578.5,-1.7671999999999999,0.39793311475409837,102.13374838508068,22.161795246512064,PER (4),-0.024354160400085423,-23.853102308094975,0x7,,9812,11967,10803,9204,12217,11982,14422,16092,8056,9109,9048,7813,7057,11668,13027,14253
,ABT,Abbott Laboratories,NYSE,건강관리,45627,1900,134.59,0.012030979772915229,0,234248.4,0.18420000000000003,0.23962620614398922,77.28074746524864,24.495010688869094,PER (2),0.136824281426847,4.6857700862605824,PBR (3),-0.04542498879336243,7901,10533,9581,7261,8558,10062,11015,12152,4495,7071,6933,5723,13402,8935,9841,10941
,CAT,Caterpillar,NYSE,기계,45627,1986,497.85,0.014839880139429606,0,233232.2,0.5231,0.18282832443217964,236.1143343310902,26.90047520887445,PER (4),-0.019215196103383514,12.432159160926814,PBR (5),-0.0038334005667617355,6327,7198,7766,12885,12035,9646,10956,12528,2998,6489,6705,10335,10792,8409,9557,10651
,APP,AppLovin Class A,NASDAQ,소프트웨어,45627,2011,682.76,-0.001287227195600038,0,230943.5,1.3394,0.7351284998928356,55.53136084831433,86.33922550302461,PER (2),-0.32060937309095394,115.83715494633203,PBR (5),0.13022885107163673,223,362,413,1062,2099,3393,4448,5715,-125,35,-193,357,1580,3031,4660,6074
,AXP,American Express,NYSE,은행,45627,1965,330.24,-0.000726216412490932,0,229808.1,0.34729999999999994,0.2751493700925944,927.4187959088869,21.8651877552131,PER (3),0.10089685972499729,7.069423165845611,PBR (5),0.0157217192306911,5591,14645,21079,18559,14050,14132,14363,14741,3135,8060,7514,8374,10129,10686,11775,12875
,CRM,Salesforce,NYSE,소프트웨어,45658,1999,240.36,0.006195579370395166,0,228822.7,0.16870000000000002,0.34686542097797163,155.19367320039117,24.42818609915359,PER (1),0.4698066244978092,3.6650205612701456,PBR (3),-0.06979173571823716,4801,6000,7111,10234,13092,14211,15988,18005,4072,1444,208,4136,6197,10981,12325,13919
,RTX,RTX,NYSE,"상사,자본재",45627,1934,166.58,-0.0003000660145231482,0,222974.3,0.1261,0.13164509541911326,111.82959203365253,30.470500119304607,PER (3),0.02333397704328677,3.5180927781436138,PBR (5),0.010946200615981061,3606,7071,7168,7883,7159,9658,11037,12460,-3519,3864,5197,3195,4774,8060,8995,9988
,MRK,Merck & Co,NYSE,건강관리,45627,1970,89.19,-0.0035750195508882365,0,222777.3,0.4072,0.41995974074496945,75.81434836146833,10.476964423590758,PER (1),0.25623074623390374,3.9049748084831153,PBR (2),0.003849565162754587,10253,14109,19095,13006,21468,22846,24738,26690,7067,13049,14519,365,17117,22272,23850,26311
,3988.HK,Bank of China H,Hongkong,은행,45627,1983,HK$ 4.23,-0.00704225352112664,0,219411.1145383508,0.08259999999999999,0.5827306917891338,,5.265784350480937,PER (5),-0.010190911563733751,0.45146110610455703,PBR (5),0.0032469024545711545,82167,1016252,-25476,903184,597488,6,252,,217007,260986,264049,256541,257924,253848,257389,265018
,LIN,Linde,NASDAQ,화학,45627,2017,466.73,-0.005857544517338331,0,218854.1,0.2228,0.3014101819900839,49.095820425027526,29.279564564442627,PER (2),0.002338638861487441,5.593758242247361,PBR (5),0.007884367972497586,7429,9725,8864,9305,9423,10329,11220,11641,2501,4147,4147,6199,6565,7722,8311,9005
,MCD,McDonald`s,NYSE,"호텔,레저서비스",45627,1964,300.98,0.003668133920234906,0,214780.7,-2.7379000000000002,0.47525888336113875,20.051672653419907,24.718439552982684,PER (2),0.04925326412788311,-86.21861139890996,PBR (1),-1.46779128315832,6265,9142,7387,9612,9448,10586,11665,13412,4731,7545,6177,8469,8224,8804,9449,10150
,MU,Micron Technology,NASDAQ,반도체,45870,1984,187.83,0.022844229041304898,0,210205.3,0.255,0.41551130498818784,148.3509320585746,21.804945404195603,PER (2),0.17402213544626743,3.725379666449723,PBR (5),0.22545383764793514,12468,15181,1559,8507,17525,23885,27098,30295,5861,8687,-5833,778,8539,18390,20589,19106
,SHOP,Shopify Subordinate Voting Class A,NYSE,소매(유통),45627,2004,161.14,0.06503635161929933,0,209427.3,0.15560000000000002,0.17715846863615062,55.61311555338859,109.90262723748683,PER (2),-0.23640475569366814,16.503376054005727,PBR (4),-0.054890952202685916,425,536,-136,944,1616,2013,2543,3091,320,2915,-3460,132,2019,1880,2389,3139
,TMO,Thermo Fisher Scientific,NYSE,건강관리,45627,1960,543.32,0.03497409326424883,0,205164.2,0.1592,0.22976111098840468,99.65828906540136,25.39955567163566,PER (2),0.046029422012742405,3.8980722933137533,PBR (2),-0.009699004556683932,8289,9312,9154,8406,8667,8532,9806,10567,6375,7725,6950,5995,6335,8444,9054,9842
,0857.HK,PetroChina H,Hongkong,에너지,45627,1999,HK$ 7.14,-0.008333333333333415,0,202872.71231749948,0.0965,0.08485878921925744,19.26086176241087,7.679577774377078,PER (3),-0.04542227788973552,0.7664664356029529,PBR (5),0.008508467898622252,358443,411521,459002,505382,440859,430943,429551,465190,21385,111079,173385,178565,178590,169983,171098,176246
,DIS,Walt Disney,NYSE,"미디어,교육",45536,2018,112.47,0.0029427501337613293,0,202213.6,0.0942,0.1915616930919496,58.01723889402696,19.057334514270615,PER (1),0.2023554898593447,1.8396081185113358,PBR (2),0.05610799771013175,7618,5567,6010,9866,13971,16068,16603,18928,-2864,1995,3145,2354,4972,10818,11427,12448
,NVO,Novo-Nordisk ADR repsg 1 B,NYSE,건강관리,45627,1931,59.63,0.015151515151515138,0,201548.9,0.5781,0.43563727377743544,116.26171141963624,16.369423531570952,PER (2),-0.15962659146141545,9.162037623885425,PBR (2),-0.14880616663473012,7961,8748,11171,15812,17550,17865,20832,23397,6457,7596,7863,12150,14651,16587,18078,19636
,UBER,Uber Technologies,NYSE,소프트웨어,45627,2010,96.6,-0.0001035089535245115,0,201451.4,0.2772,0.1388506101626094,26.093858252825363,30.691197731280067,PER (3),-0.055364797436747826,8.193079835178649,PBR (3),0.1371380756667102,-3094,-96,642,3585,7137,9225,11239,13109,-6768,-496,-9141,1887,9856,6148,7477,9443
,BX,Blackstone,NYSE,증권,45627,2007,168.45,0.011225837435466346,0,199557.1,0.47409999999999997,0.6103307287172004,142.18378715281835,35.25955052615004,PER (3),-0.024395931901911583,11.631919822802802,PBR (3),0.05540839948307141,1936,3986,6336,4057,3482,6436,8851,9086,1045,5857,1748,1391,2777,3910,5140,6752
,9984.T,Softbank Group,Tokyo,통신서비스,45717,1981,"JP¥ 19,980.00",,0,199203.09753119914,0.052199999999999996,0.18148538039143813,131.24363763522865,43.444785592260764,PER (3),0.04756909703560863,2.4439998487467527,PBR (5),0.009917292870559091,556002,2725450,741292,217536,236591,272500,1290500,1477000,4987962,-1708029,-970144,-227646,1153332,572507,492453,357420
